object_id,spec_obj_id,ra,dec,class,label,split
1237648702971576513,3.299029946927944e+17,195.120278150764,-1.19237046994658,GALAXY,1,train
1237646587712570196,8.170820937283033e+18,86.4853964997518,0.743677964424381,GALAXY,1,test
1237645942905635146,1.39849720046344e+18,57.4664018459354,0.0594492045984149,GALAXY,1,train
1237646587175633808,8.170742597079554e+18,86.2179258240874,0.321992385457541,STAR,0,test
1237648704594903385,4.525227660822207e+18,224.148858734595,0.197424163641136,QSO,2,val
1237645943978786934,1.3028121967277115e+18,56.1104449498631,1.03262685707543,GALAXY,1,train
1237645943978721975,2.970245518988437e+18,55.8924234273438,0.935696828993378,GALAXY,1,test
1237648705114276202,4.330377707101903e+18,184.084091131334,0.441197251670633,QSO,2,train
1237646586103465469,1.4051657649267937e+18,89.8225069526935,-0.484418725456973,STAR,0,test
1237646647296852571,8.97439020743682e+17,70.5685864311959,0.151512762278751,QSO,2,train
1237648705667400529,4.527255714331384e+18,221.319091869458,1.01250934052335,QSO,2,train
1237645943979180167,1.721607384469629e+18,56.9126681356639,1.02042358402294,STAR,0,val
1237646586638762070,8.170740123178392e+18,86.3401456931326,-0.0558777449113395,STAR,0,train
1237648702968234576,4.331351054149245e+18,187.45771707131,-1.0850475864572,GALAXY,1,train
1237648703526207734,3.546628966024745e+17,235.592856915351,-0.818437369080895,QSO,2,test
1237646585566200916,1.4051902290605115e+18,89.0097226679925,-0.858845043698696,STAR,0,train
1237648702967185512,3.242839457367593e+17,185.028305622769,-1.13362097904105,GALAXY,1,train
1237646645687222854,8.973571071274127e+17,72.7707711672797,-1.17230782691349,STAR,0,train
1237648703520047179,3.468294259936072e+17,221.579523711609,-0.807674662881584,QSO,2,train
1237648675604267010,3.874019553344492e+17,240.119672516614,1.17408176886561,QSO,2,train
1237646587711390679,1.4007902281547387e+18,83.6788987676694,0.843777729098898,STAR,0,train
1237646585563645485,1.4006258511663862e+18,83.209486938968,-0.955348329547215,STAR,0,test
1237646647834771810,8.975118633890222e+17,72.9927321484909,0.553017512924509,STAR,0,train
1237648704588218385,3.3900475619215974e+17,208.810870050255,0.199299738217272,QSO,2,test
1237648702978326658,3.389074494131016e+17,210.424392477966,-1.10365054625054,GALAXY,1,train
1237648705650884741,3.232765185936855e+17,183.521352111947,1.03477277130433,QSO,2,train
1237648704582123827,4.334987963517917e+18,194.947415085137,0.187692580137268,QSO,2,train
1237645943434969247,4.109744754677537e+18,40.2729265156897,0.60606378585419,GALAXY,1,train
1237646586103006263,1.4051968261302784e+18,88.8795516132813,-0.548015644521048,STAR,0,val
1237646791699795243,8.171810221980932e+18,101.562650408381,-0.855922861663239,GALAXY,1,train
1237648672921813624,3.895993293225595e+17,244.563036736603,-0.940240539857003,GALAXY,1,train
1237648702972952829,4.563478849544018e+18,198.168099357559,-1.11268112232212,GALAXY,1,train
1237646587713684416,1.4052267878221353e+18,89.0038111040923,0.693537220185179,STAR,0,train
1237648704067928499,4.098581110928445e+17,246.78156682819,-0.411535518924042,QSO,2,test
1237646794381525381,1.4176680108307515e+18,95.5720734922821,1.40853837075199,STAR,0,test
1237646587713750061,1.4052509770779464e+18,89.1409662006423,0.64853289933665,STAR,0,train
1237648705124565748,4.5488336297748296e+18,207.658467323211,0.478370236637803,QSO,2,train
1237646646223897092,8.973829456506655e+17,72.4150021097021,-0.669587725519493,STAR,0,train
1237646793310142748,8.171990541887887e+18,100.896372754461,0.381522019525923,STAR,0,train
1237648702974329815,4.559975255876328e+18,201.395693342467,-1.05732006547637,GALAXY,1,train
1237646586639352511,8.170674152480725e+18,87.6036100381763,-0.140638034215574,STAR,0,train
1237646380468994663,1.417558059667974e+18,94.73941786634,-0.374407230949605,STAR,0,train
1237646587710407738,1.4007182101431194e+18,81.5262555734322,0.791930877320567,STAR,0,train
1237646588248129942,2.310492900946897e+18,83.481751046961,1.21662081710983,STAR,0,test
1237648702978458625,4.5453033732521554e+18,210.783839482277,-1.14117709065238,GALAXY,1,val
1237648702973280444,3.321558989841633e+17,198.968407163701,-1.10544591866967,GALAXY,1,test
1237648703513035340,4.552105776798521e+18,205.610976333687,-0.833243744094368,QSO,2,val
1237646795984865748,8.388067118697175e+18,109.382730812125,-0.729569959668679,STAR,0,val
1237648702986715701,1.040437932088912e+18,229.710000744286,-1.14027699363963,QSO,2,train
1237646586638697424,8.170752217806297e+18,86.0771450043331,-0.156556889522954,GALAXY,1,train
1237645943978787138,1.3028119218498048e+18,56.0127757950175,1.01880590760015,GALAXY,1,train
1237648702975574228,1.026923010340186e+18,204.140601332206,-1.07472101185731,QSO,2,val
