object_id,spec_obj_id,ra,dec,class,label,split
1237648702975246532,3.355734554978816e+17,203.457876163095,-1.24113365143078,GALAXY,1,train
1237648702966464821,4.2526757681598525e+18,183.449931679244,-1.17057366742196,QSO,2,val
1237648703504122082,4.330235320346106e+18,185.233819297926,-0.644354680978593,QSO,2,train
1237648702973280532,4.563522555131222e+18,198.915913409686,-1.07467958091119,GALAXY,1,test
1237648673993589133,3.8634697391082086e+17,240.03646637729,-0.0216662724866609,GALAXY,1,train
1237646380469519267,1.4175160033482117e+18,95.9644480177758,-0.423231579703246,STAR,0,train
1237648702979571721,3.412054232290038e+17,213.25520758792,-1.12410179193674,GALAXY,1,train
1237646585563645423,2.3329025976749527e+18,83.1767538804565,-0.910686683615299,STAR,0,test
1237646795984865748,8.388067118697175e+18,109.382730812125,-0.729569959668679,STAR,0,train
1237646794381460235,1.417672133999356e+18,95.4546085372634,1.2776034856928,STAR,0,train
1237648675603939565,3.863291068468695e+17,239.366466635442,1.10426363817545,GALAXY,1,train
1237646587176091667,8.170902301143489e+18,87.2884911831561,0.390791209050633,STAR,0,test
1237648705142063758,3.9190720386016256e+17,247.621269216903,0.438947844104299,QSO,2,train
1237646586633060757,8.973499603018322e+17,73.3179544016386,-0.199757051604443,STAR,0,val
1237646794374709831,8.175288801859754e+18,80.0092920526334,1.38661366944318,STAR,0,test
1237645943976493216,4.6621192810924646e+17,50.8313689895524,0.895034010363321,GALAXY,1,test
1237646587175502936,8.170765686823737e+18,85.9295822765528,0.354637376515085,STAR,0,test
1237646646224224578,8.973436381099725e+17,73.082716223443,-0.795981966170949,STAR,0,train
1237648705131381308,4.52516883695012e+18,223.169528795949,0.470975997882709,QSO,2,train
1237645943978787195,8.040498005750845e+17,56.0165268979109,0.862771102155849,GALAXY,1,val
1237648705652785562,4.332615218633136e+18,187.86514404663,0.857055468835018,QSO,2,train
1237646381006259296,1.4175212260284436e+18,95.7137307228559,0.0751416361139297,STAR,0,train
1237648705655341370,4.334929139645831e+18,193.782523186859,0.961836902269892,QSO,2,train
1237646587176026267,8.170710711242349e+18,87.1718013711976,0.292348148225235,STAR,0,train
1237645943978786985,8.254231263755655e+18,56.0070715322429,0.999101303916443,STAR,0,train
1237646647297638946,8.974816268192584e+17,72.3253351550549,0.153618585032346,QSO,2,val
1237648703522800207,4.522980258484607e+18,227.896580265595,-0.755158438566962,QSO,2,train
1237648705128169807,4.535311836044876e+18,215.884354949857,0.453174210318222,QSO,2,train
